english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Purge {card_name},Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.subtitle.Text,,missing,,card_name,tx1_675lu3mzcykxv64vc66wnnced4,row1_jbnyxqllw7tbzrprrs4odtidfy,message,,data/augury.ron:169:24,rev1_e4a0ff950b06d9680ace8e7a2540ab05fec03af1cc95741b43032508624fdc2f
Duplicate a Card,Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.headline.Count.one,,missing,,,tx1_u42wwr3dhn4j5utffcawnfimuu,row1_a4q6f6tq4dcycqbrikrloh2f3u,message,,data/augury.ron:179:30,rev1_83d884e562cd113e73a99a31dad49a74f514eb4babedfd7d86c00dd984e3185a
Duplicate {card_name},Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.subtitle.Count.one,,missing,,card_name,tx1_vvs5gtdb7dqs4bhjd744aoee6m,row1_ejko6oa37dhtelhs2c5rfto4bu,message,,data/augury.ron:181:16,rev1_5225477e3fc95569c78c9ad5af0559eb293b0e29f1ef4041095ce128aded7196
Choose one of {count} cards in your deck to duplicate.,Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.subtitle.Count.other,,missing,,count,tx1_tspxbj7fxzrid6u64siihib4va,row1_qodms2ilqebxkeiv6snusoyxca,message,,data/augury.ron:182:18,rev1_feafc517b09cb39205acb67c262542ceabb694c6c30cd8d3b4709bb19775313e
Gain a Dreamsign,Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.headline.Text,,missing,,,tx1_mkhuwbee5lhcdxfdnncttc437y,row1_mdpil5pyzu3iwfpocnopdpbuc4,message,,data/augury.ron:196:24,rev1_4b33233bf429d93b3f8fae635a1c3e40a6ae7361c5d4f3bf0d4f3ed3abfb0c00
Gain {dreamsign_name},Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.subtitle.Text,,missing,,dreamsign_name,tx1_z6grzkzahkwc22kulst3qq5sxe,row1_vjpf4usor7ac64rgln6kavurzu,message,,data/augury.ron:197:24,rev1_b13b520551b05bbd98f35fc502fcdb9b04963f44a6fc860c8e4f69c48e1a73b9
Add a Site,Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.headline.Text,,missing,,,tx1_pekpup4snqphpmrh7ig7mhbzsq,row1_5vfy2e4xjjocsrjaedutsms3cm,message,,data/augury.ron:208:24,rev1_4333f6bf0ce1d195fc6d92cd7d43e59048d77bd7ff0e12bdf6d81f90d384d420
Add the {site_name} site.,Path: AuguryCatalog.archetypes.AuguryArchetypeDefinition.presentation.subtitle.Text,,missing,,site_name,tx1_bqvoh3b4bhvkmgs66m756hp65y,row1_dgqt55pdbveo7tjydxuqgs5mn4,message,,data/augury.ron:209:24,rev1_9c2c288722f490bc960ce36160c7482d3ae3a4118fcee85f1a2fcf53b6f9f616
Windcutter,Path: CardDefinition.name,,missing,,,tx1_cziosiop3nvmfq2wvr33nhfmha,row1_hl2sfimteqmjd6b4b3tx2aihgm,message,,data/cards.ron:6:11,rev1_ffdfa4946e2c0aee1ed6f89ebbfce767fd69f0ad60a1ee000772ff03a13b0b4b
▸Challenge: Banish an enemy until end of turn.,Path: CardDefinition.ability_text,,missing,,,tx1_xwqrdjmwurv43e67adobbegbfm,row1_shl2rlizhr2nhwk7t5ar6w6qxi,message,,data/cards.ron:8:20,rev1_0f1d67dca720f4c3c10610833cab6bb8cd6500c890044126603662be35cb8279
▸Challenge: Banish an enemy until your next turn.,Path: CardDefinition.amplified_text,,missing,,,tx1_ce6pp464d4khgomo5zmntmxwpa,row1_jptuji4u32gym7n3lvjkn5ov7a,message,,data/cards.ron:9:22,rev1_0348e462e81b20b8fdc412d104b69f7021a73acb58b82347a7529e001573114c
Starlight Guide,Path: CardDefinition.name,,missing,,,tx1_udabosqczsf4t5xn4o6ehwxbja,row1_xqx5ihgofvwky7tchts6tcof4q,message,,data/cards.ron:17:11,rev1_bf35a21ab48f5dc161a77d2311269adf2f26afaf745757e0c305ecd65400f01c
▸Challenge: Rematerialize a character you control.,Path: CardDefinition.ability_text,,missing,,,tx1_tl3ih3yex6a5m43apg4exmdcpq,row1_evlyalzq7dpoili6dvlvprwi5u,message,,data/cards.ron:19:20,rev1_22c00e5a9f13d159f2350ed15928ad9cef1ace21f26e0ebec3534fb514f0fcf7
▸Challenge: Rematerialize up to two characters you control.,Path: CardDefinition.amplified_text,,missing,,,tx1_zym73rz235lsqjd6mw6mtej6le,row1_pfhl6dfukk6yeqsmlb3szc4bgm,message,,data/cards.ron:20:22,rev1_5d822a74f3d4b214246ecad0fe6ceeaac34c3d91c6ed4cfe960244c4257f56b4
Light of Emergence,Path: CardDefinition.name,,missing,,,tx1_dppwdoaobsg6dfkofi4sg7omee,row1_fevvbquzvcrfm4maz4osbsrujy,message,,data/cards.ron:29:11,rev1_70acdd4b23f53e93d102c11438e52e8ed885b17d959824777f3d2fa3fc9906b4
Offering,Paths: CardDefinition.ability_text; CardDefinition.amplified_text; GlossaryDefinition.term,,missing,,,tx1_c725ufxgs5sfgtmfalydlj3dp4,row1_dhj62i2th4vinit7jlvasputyq,message,,data/cards.ron:31:20; data/cards.ron:1599:20; data/cards.ron:2011:20; data/cards.ron:2034:20; data/cards.ron:3086:20; data/cards.ron:3123:20; data/cards.ron:3428:20; data/cards.ron:3902:20; data/cards.ron:3903:22; data/cards.ron:4946:20; data/cards.ron:4947:22; data/cards.ron:5907:20; data/glossary.ron:396:11,rev1_3c756f7185eedcfcaebbba70f5f211f59065435141a7733f27c49db7ae7f012f
Draw 2 cards.,Path: CardDefinition.ability_text,,missing,,,tx1_mi52bkx2bdcoiochymdmnga5eq,row1_6zgp2q6nxl6rjcsvvbilv2fsxq,message,,data/cards.ron:31:36,rev1_9a5853c04012b35be0ba91b7816c4ba7f973d0f661a64e573d71ae1b82c7bfd9
Kindlehorn,Path: CardDefinition.name,,missing,,,tx1_4alqgp2drxpeuaozyu3fepm7h4,row1_y3axwg5jokbk6sc3gvxlid4t6q,message,,data/cards.ron:40:11,rev1_01d9309062f58ca30dfedd99c035e7e621b3ea12f1d2a625ddfc02fec6a8d7be
▸Dawn: Gain 1●.,Paths: CardDefinition.ability_text; CardDefinition.amplified_text; DreamsignDefinition.ability_text,,missing,,,tx1_r4nm2rbsswm3o76prmlocraqx4,row1_qvol5iq4n6unadgxis2se2h3ry,message,,data/cards.ron:42:20; data/cards.ron:1190:32; data/cards.ron:1718:55; data/cards.ron:1719:57; data/cards.ron:1867:20; data/cards.ron:1946:67; data/cards.ron:3208:36; data/cards.ron:3331:20; data/cards.ron:4088:36; data/cards.ron:4511:20; data/cards.ron:4729:53; data/cards.ron:4730:55; data/cards.ron:4740:57; data/cards.ron:5073:20; data/cards.ron:5074:22; data/cards.ron:5096:20; data/dreamsigns.ron:578:68,rev1_551eb935bea96e09084f590da465556beb14e3cb2757fb07da2338c1d523bc91
"4●, ☾: This character gains +1✦.",Paths: CardDefinition.ability_text; CardDefinition.amplified_text,,missing,,,tx1_u5yspzwykchmiwhdr3r4xyfpm4,row1_z2tzjex7fdwtldqgru4jgwgz7q,message,,data/cards.ron:42:47; data/cards.ron:43:49,rev1_a564e10cbfb58124143fab4b21cb179508ca00b91ef7cda61412c6944fc43c8f
▸Dawn: Gain 2●.,Path: CardDefinition.amplified_text,,missing,,,tx1_wa65kvi2jm4j3il43tyztwyeju,row1_o74by5g33f3pi6xm6fwqh7mtou,message,,data/cards.ron:43:22; data/cards.ron:1191:34; data/cards.ron:1868:22; data/cards.ron:1947:69; data/cards.ron:3209:38; data/cards.ron:3332:22; data/cards.ron:4089:38; data/cards.ron:4512:22; data/cards.ron:4741:59; data/cards.ron:5097:22,rev1_f0eb73c1f98593fe1c218bb1b4cd24db3e8067eab7cfd7a45a6c41ba094ebf28
Passage Through Oblivion,Path: CardDefinition.name,,missing,,,tx1_mnrhlkm4kbovh327g2obpszize,row1_26n2dpw4nx4lc46tsetuxpg4oa,message,,data/cards.ron:51:11,rev1_f3fc5c1675e5ac0bdfa3aad6a08936b0602bc76cbfb732e2d636c25150b21447
Rematerialize a character you control.,Paths: CardDefinition.ability_text; DreamwellCatalog.cards.DreamwellCardDefinition.ability_text,,missing,,,tx1_d3ysor5p2mqyu5hg6dgw33z3uu,row1_suu4ruur36c6ok256uslzxqwmu,message,,data/cards.ron:53:20; data/dreamwell.ron:417:22,rev1_09d25f26c256cb283c1b38a9f9fc9885b5e03c1617a879b7c25218ab0ed98ee6
Reclaim 1●.,Paths: CardDefinition.ability_text; CardDefinition.amplified_text,,missing,,,tx1_pxsxhcsgelka4mufwd57nyyku4,row1_kbflayobgqwomunx5zpbjc7xxe,message,,data/cards.ron:53:66; data/cards.ron:2615:75; data/cards.ron:5220:7; data/cards.ron:5224:7; data/cards.ron:6011:73,rev1_7ec02e6df5719d1323f7a2dd4cf505453a8806b6e93acc4b8953cf7f22450530
Graywatch,Path: CardDefinition.name,,missing,,,tx1_3hmjkvvikkk2ysiqnjictkd7qu,row1_zkvmrbmkqyzqloqjtsr2ynstwi,message,,data/cards.ron:61:11,rev1_f120b83ff9b8da3e70b615d8d2786ea0a01f8a2d2e7b23a9559a42a98ac70cfc
Vengeful,Paths: CardDefinition.ability_text; CardDefinition.amplified_text; GlossaryDefinition.term,,missing,,,tx1_iucyxo6e7yundwobbxvm25gmea,row1_7wbjwe3goiled2jw5itn6ulepe,message,,data/cards.ron:64:7; data/cards.ron:68:7; data/cards.ron:3208:20; data/cards.ron:3209:22; data/cards.ron:3941:20; data/cards.ron:4573:7; data/glossary.ron:338:11,rev1_ee00af22640f9bacd39d994dc79b209e0e072db03581023580c5ad345cc53016
"When you play a card from your void, return this character to play.",Path: CardDefinition.ability_text,,missing,,,tx1_6t4cm5dkdowbuv2cvpgcnyeiiq,row1_gpphl3tvol5dnstrmbgfu7ahui,message,,data/cards.ron:65:7,rev1_83be25534357dee439f8476c061923b95b97f5fdfa6906e52f0396af452964c0
"When you play a card from your void, return this character to play with awakened.",Path: CardDefinition.amplified_text,,missing,,,tx1_dff37ph3zi7sqgqaqf6lvkr4mq,row1_zb4z27okwzod4wtrznkda73jom,message,,data/cards.ron:69:7,rev1_7a3f5673df66be94fe2f308b373d26dce07461b5c662c1349590c9233397788b
Wheel of the Heavens,Path: CardDefinition.name,,missing,,,tx1_hgjjk2e3bx6w2ocrzhb3wn2wdu,row1_5xc46qx6wefnuhu7njtpvgsho4,message,,data/cards.ron:78:11,rev1_c978e6dd29e6c2797272368fa001fb3136c94dafa7fe64f9efa71554765ef72f
"Each player shuffles their hand and void into their deck, then draws 5 cards. Banish this card.",Path: CardDefinition.ability_text,,missing,,,tx1_rood52mqrltytonfikf7c2lxdi,row1_xgzpd2pnxwk4r5q6jgewzxpvem,message,,data/cards.ron:81:7,rev1_28fed36f410464db2daa546bcba47e813f8ec377bda26919745e7dac4582bcdd
Chronicle Claimer,Path: CardDefinition.name,,missing,,,tx1_eeevdmcabkh3cn53en2xoqn5ci,row1_566r65nvjxeciyufnoqvkyvnci,message,,data/cards.ron:92:11,rev1_c537752a8746b70b3d7b22bc06af6a6e23df44e2f74453f0e8e38d57c563f51e
"❖ – ☾: Draw a card, then discard a card.",Path: CardDefinition.ability_text,,missing,,,tx1_b7xyffqzleo3sokdpg7etbujgm,row1_xi2mmkpbsqhwpbuos2mnmtykvy,message,,data/cards.ron:94:20,rev1_af71341569ecb64060dae8ead17133d8fc50419d90cba5a3f525e6b137573687
Radiants' Captain,Path: CardDefinition.name,,missing,,,tx1_sfvgkkt6xwcwa3dne7tr35uuhi,row1_l7klvom4oehzmw27ouiafnt2zy,message,,data/cards.ron:102:11,rev1_b58e1f0175fe84fdb44538c68bf4e5fd3671f6a76755feeb4ea5cad009a40128
"2●, ☾: Draw a card, then discard a card.",Paths: CardDefinition.ability_text; CardDefinition.amplified_text,,missing,,,tx1_yhu3lppb777ldz46stegy5vua4,row1_3l2nrmhyeq6f74dm6ldszgvxlu,message,,data/cards.ron:105:7; data/cards.ron:109:7; data/cards.ron:5732:7,rev1_a0f3fcaaadb386c46df591a5bed80bd0a63b10e606f6bcf9d19d27577c5ecc00
"Once per turn, when you discard a card, materialize a 2✦ shadow figment.",Path: CardDefinition.ability_text,,missing,,,tx1_rus6m243lgv2crawtf3ravryge,row1_vox5pt6brr6un5b546hhfvt624,message,,data/cards.ron:106:7,rev1_88a426f5121f40ef81f82d77f00918cdca03356dedd220c94737e627d5c20580
"Once per turn, when you discard a card, materialize a 3✦ shadow figment.",Path: CardDefinition.amplified_text,,missing,,,tx1_jax7nsl2ev3lh6j47ekajae7hq,row1_xbonwwkn7h72rwwufmg25lgi6q,message,,data/cards.ron:110:7,rev1_173ab7dd0aef9daa0fe2a5bd114a27acb9eed081899f190ab85d1a815feeadbf
The Deathsworn,Path: CardDefinition.name,,missing,,,tx1_t3btkbgsbdtlfqkvam3qficjfq,row1_e7ok6tnorualkuzezgnhnos5dy,message,,data/cards.ron:119:11,rev1_a20345e48196f6c6564bb896eb03462575b89ea8bab51bb93eb9a86db0622dc0
"When you materialize a character with 1✦, materialize this character from your void.",Path: CardDefinition.ability_text,,missing,,,tx1_m4wcifrqcisdcdrpjohvd3bu34,row1_3wnqcpb6tupuquf7phfbfpidau,message,,data/cards.ron:122:7,rev1_c6c8166ed349bd11b11266732e9ce904782089e81bc327d9f9270adbb0c45ab2
"When you materialize a ≤1✦ character, materialize this character from your void.",Path: CardDefinition.amplified_text,,missing,,,tx1_2bwfdtmdlf3aeol42j6hi435pq,row1_hyzlxlxrwjuzgwti4n5hyoshzu,message,,data/cards.ron:125:7,rev1_709cb0e7c53ce656470ebb0fa57fa9e8b256898b3208b22699fc4b28ff6bbf10
Arc Gate Opening,Path: CardDefinition.name,,missing,,,tx1_ws6nclhl635iirv3ewpxzqb2i4,row1_c3zfaitbwqp6gs4ndhh6636sbe,message,,data/cards.ron:134:11,rev1_851d5d341205686c70aeb11474691ae40bda343bca345f4d663f362fc68958b2
Gain 4●.,Paths: CardDefinition.ability_text; CardDefinition.amplified_text,,missing,,,tx1_55sfldp62gvep2lhxufepcyt64,row1_dpq6qqk66nxttz4477wsnbmi6i,message,,data/cards.ron:136:20; data/cards.ron:5603:22; data/cards.ron:5861:22,rev1_7fc47570c8cceb2eff05736b4741180747267fb5c4f58017ba838e5c24d17c00
Gain 5●.,Paths: CardDefinition.ability_text; CardDefinition.amplified_text,,missing,,,tx1_tjlib52oxniggk6xt3ouvo6yim,row1_t3jg476dc5kxb37v6k6zz4z2mm,message,,data/cards.ron:137:22; data/cards.ron:1856:20,rev1_81da29d53b92c30daed0da44b899bf6bf31953d77584b8eb4d3a58f712dd807d
Ossuary Offering,Path: CardDefinition.name,,missing,,,tx1_2tzjhuedpw7xlmkncecnjttani,row1_ftfvrbzhwn3kxbxa5rnldubw6e,message,,data/cards.ron:145:11,rev1_824546a10c84827d0742e412d296d4c460c00c8e33f22a0e978bcd9d008f6ce1
Draw 2 cards. The opponent gains 2⍟.,Path: CardDefinition.ability_text,,missing,,,tx1_q4uowt5wyz56zqex4b4azg74wm,row1_p5ytxoqeni4wywutilnl627kre,message,,data/cards.ron:147:20,rev1_cb86115d65a427bbe9a9f1f427dd2254c99f9a6ba40169adbe0ee33ba5b0f2f8
Draw 2 cards. The opponent gains 1⍟.,Path: CardDefinition.amplified_text,,missing,,,tx1_jytjw7nfghksvpz4rz4uhktgn4,row1_vbexeuu5px35ilocdh66ycr5p4,message,,data/cards.ron:148:22,rev1_4d3fa0888aa0cc270b3bce99cd53d11079565ba2cbc4427b77e72a84ea59b276
Spirit Bond,Path: CardDefinition.name,,missing,,,tx1_vt6ar2nsq3kn2gohjisfezqgr4,row1_jruswvqt6smy2tdk5pt333lgmi,message,,data/cards.ron:156:11,rev1_df3ce7dc7cee3dcab5160af7b276641cb80c8e612ee6053c540e479fff25e927
"Until end of turn, characters you control have +X✦ where X is the number of characters you control.",Path: CardDefinition.ability_text,,missing,,,tx1_3nceplxhgicmqsn6esxdoewdwq,row1_eo37y5wb2zwer3oaslw3j7abnm,message,,data/cards.ron:159:7,rev1_23e2278c2de973eca1e8433085b52da30b2d6c7b024d1a7482d1514a68ff9db1
Fading Farewell,Path: CardDefinition.name,,missing,,,tx1_ekj7uwwvg3r5deojqtdsb6movi,row1_55guhicj4iqbn525yvuvomgm6y,message,,data/cards.ron:170:11,rev1_a44800a44edfb408f47fca48be6174b3c35d14be6985687ab2838d70e548072f
"Until end of turn, when a character you control is dissolved, return it to your hand.",Path: CardDefinition.ability_text,,missing,,,tx1_4akwllfnn4ujrccqqp4dc26xnu,row1_acdhhxrm2f5dzbom44zq6bpwy4,message,,data/cards.ron:173:7,rev1_fd95f6a775f97c3f551bb83995bae3a2d008c9de66f480869ecdad756f161e7f
Ethereal Trailblazer,Path: CardDefinition.name,,missing,,,tx1_fcag3vy54rnkgimggalz6mgkuq,row1_rhchwkcdce5zgkvarlmxhw4vqy,message,,data/cards.ron:182:11,rev1_25de8aa16a5c9fcfe82be5643eb734bfa34ad301c3a7f1bc8be5fb7710b9bcb2
"▸Materialized, Dawn: If you control 3 or more warriors, gain 1●.",Path: CardDefinition.ability_text,,missing,,,tx1_irntc3ib7fsgiatbrvbghijv4y,row1_ufzbcjrkste4b5ocs4m2tpzw5a,message,,data/cards.ron:184:20,rev1_99eadebf4fd87fe95fb345322e3c9c4dfa90250af90458521958357949c6e6d6
"▸Materialized, Dawn: If you control 2 or more warriors, gain 1●.",Path: CardDefinition.amplified_text,,missing,,,tx1_s3w32dkb6rgxqobnf32prhkkhm,row1_2bv74fevyfpuo3wfjflslj32hq,message,,data/cards.ron:185:22,rev1_a00804abc049c02b91fa6186c8451f08995b76582fe01a36def0f3ca2b77ffd1
Synapse Engineer,Path: CardDefinition.name,,missing,,,tx1_cipekxshvtab4cshxvdis6qog4,row1_2jvoc5hzgx4bufu5dc7lxmggj4,message,,data/cards.ron:193:11,rev1_03ae9f96270a08e3695cf1cc8f5bcda4e07468c342b6aaeef39176e6a759d030
"When you play an event, draw a card, then discard a card.",Path: CardDefinition.ability_text,,missing,,,tx1_biomd3vnn365jwgoxwx5np6kmi,row1_m4yjapyiletve5nvn4xcjtcdb4,message,,data/cards.ron:195:20,rev1_56655626bff1a9e0b70e6fd5a8812b29e6c4cbe8b5efa85806c7fd9a18ccb88e
Shadow Balladeer,Path: CardDefinition.name,,missing,,,tx1_4w5r3e72dvvp7dhfi65otgzxwm,row1_luo4p4kfdmdx4cz2kheacd3v6u,message,,data/cards.ron:203:11,rev1_ea89d163670e60e06fc062c9b8f1ed678594cde7be2305d7b753a3848ec926bd
"When you play an event, awaken each character you control.",Path: CardDefinition.ability_text,,missing,,,tx1_akoiaxwvo54izmsblmvb4qn5jq,row1_764dgmiojh3jb4v4fej6xfupsy,message,,data/cards.ron:205:20,rev1_2d7a81a3082c2ef9f49c3d9238b7e1b991d4d6fca1c8c7e172f28664161914eb
Minstrel of Falling Light,Path: CardDefinition.name,,missing,,,tx1_k2ow2hm6khc3ojucvl5hmtjexe,row1_gzj5sol6ifgjt6knovc5nfzfue,message,,data/cards.ron:213:11,rev1_56afe6179503e13f1292bb283f4def8dbae8510cec5b16bf65ba3519fc500cc4
"When you play an event, characters you control gain +1✦ until end of turn.",Path: CardDefinition.ability_text,,missing,,,tx1_o74lbdwxlhytotrnpnt4j2jwia,row1_4flatl2endrvca5eq6w6p2ueyq,message,,data/cards.ron:216:7,rev1_fea7d332dcfad4b82655f0deba59fea7b29ef5057a4c7a0e3a34f32cc27faa87
"When you play an event, characters you control gain +2✦ until end of turn.",Path: CardDefinition.amplified_text,,missing,,,tx1_scdjpt5qxcuvrnvh7x3mmfrm7q,row1_mow3pgfufgmviv42qjmihxt5pq,message,,data/cards.ron:219:7,rev1_a3fde155a0a725787967561184a4b98f8e082dbc16ee8ca395bcc749b126c821
Rift Pilgrim,Path: CardDefinition.name,,missing,,,tx1_rmdas5dmcszos4jqu7ayz5wph4,row1_dley35epjsxv4ysrrwqbxyv6qy,message,,data/cards.ron:228:11,rev1_2928d68f98359fe9367b21eb508ffa5d3d2a8df2dd2d411f821d8a9a9286bfaf
▸Materialized: Discover a ≤2✦ character.,Path: CardDefinition.ability_text,,missing,,,tx1_yut7aimj2iimu6nksqb6l2aesu,row1_idxykdqjvpw3rezl5lghmr5tdu,message,,data/cards.ron:230:20,rev1_6bda91d798670e2c9682f8a11ff78881866b38a3b4ec790bf7523a255f3e3823
Door to Possibility,Path: CardDefinition.name,,missing,,,tx1_f5346otakcqj4ljwewcfuobcty,row1_mmharptcz3ub7674plyj4fzxim,message,,data/cards.ron:238:11,rev1_2f6a402537e807e68093dc869fe2eca0ad8b50aceb7dd1e9ea94ba392e4633d6
Choose a value of X. Discover an event with cost X.,Path: CardDefinition.ability_text,,missing,,,tx1_dsfxcvahkpllcz4xfnabrxr3pa,row1_k2cvnp2m2zofcl5qnd6ssryzbe,message,,data/cards.ron:240:20,rev1_9e1608e4dafcd9139afdc7d819c44b0a743d28f46e59ddd36066b94be786b5fe
Seeker of Lost Paths,Path: CardDefinition.name,,missing,,,tx1_osq6lxbikrznjdlccico7nhqhe,row1_2lshv2dulb4b2t24ozrrz5cthm,message,,data/cards.ron:248:11,rev1_817acc1c94695d74e21f28554e689b8a00a913297c7802eb2da635d149ede365
Cards you reclaim are not banished when they leave play.,Path: CardDefinition.ability_text,,missing,,,tx1_bh72plwdjdqlt3gknzvc7pqgb4,row1_x2gpgna6gzonzx7odn425bg5ba,message,,data/cards.ron:251:7; data/cards.ron:2331:20,rev1_e81ebddc66745c5810a1226694c58449cbb918fd21dbe5db2085aac23a33a41e
"2●, ☾: Choose a character in your void to gain reclaim.",Path: CardDefinition.ability_text,,missing,,,tx1_eel7ycvudr4fdhygu2gi2vuyae,row1_zuvonksikvoxellt6t2o3atuai,message,,data/cards.ron:252:7,rev1_0ad592e32dde6b8a7046e36da3fef96bcf0584891545042ec16ae727055662b9
Clockwork Salvager,Path: CardDefinition.name,,missing,,,tx1_fi7i5rky4bgyode5ofg7qle3qa,row1_uqlc7y3f3zn4tdxx6xz3cqcjz4,message,,data/cards.ron:261:11,rev1_c8299bffa1aee3a10cc1b99b73959e8e72f87d62afa22156c7a9b455dabff2db
"When you discard a card, you may play that card from your void this turn.",Path: CardDefinition.ability_text,,missing,,,tx1_x6va73telkabgws5rjc3avpvce,row1_lrll3vfwu7nz2woor5nxhpps5a,message,,data/cards.ron:263:20,rev1_ca3ceacf50dbd376fe73e7a24b0f6236ac8c713557e4b89d68bbb03f8ddea654
Soulkindler,Path: CardDefinition.name,,missing,,,tx1_ndicz3j32qp44y3rnzpn3htlaa,row1_cwyxhyu4n3mjqxuewelzocgysm,message,,data/cards.ron:271:11,rev1_4daa1a2dd45e1a2e8a2cd8db51d07c9c541907581ffec385c7e5dd23ca8d8577
Abandon this character: Return a character from your void to your hand.,Path: CardDefinition.ability_text,,missing,,,tx1_vqd3vyy4xdgbxnm2yqowedbcae,row1_r5nwso55dkpjcwchljsqnhsmiq,message,,data/cards.ron:274:7,rev1_4b56f471a82dc478ed39ef50dacbfe1c4df9b2846992cd2c4aa724ae9b148e25
"▸Dawn: If this card is in your void, erode 3.",Path: CardDefinition.ability_text,,missing,,,tx1_e22t7vy3gsmfl3bmqxprlfruui,row1_r3mtwdubmxfxwp23nlz5s2sjve,message,,data/cards.ron:275:7,rev1_d5a7a39decf8798c5623146471e6a20ffcbea0527ec77f14195b290c0c1703bf
Void Salvager,Path: CardDefinition.name,,missing,,,tx1_fx3hpx3rcqlxznkmrwlkbhqdxi,row1_hezdf74vksh4jybsgxqqkoi5he,message,,data/cards.ron:284:11,rev1_19733206db7183fbf0df3ce44d4c6f30c2b5be041498cbfaac70841d04cba86a
Awakened,Paths: CardDefinition.ability_text; CardDefinition.amplified_text; GlossaryDefinition.term,,missing,,,tx1_opuukxq45okew5jggmvb54dckm,row1_vakdyraip7axujy75ctjrqv454,message,,data/cards.ron:287:7; data/cards.ron:294:7; data/cards.ron:1215:7; data/cards.ron:1219:7; data/cards.ron:1276:7; data/cards.ron:2365:20; data/cards.ron:2366:22; data/cards.ron:2790:7; data/cards.ron:2991:20; data/cards.ron:4088:20; data/cards.ron:4089:22; data/cards.ron:4717:7; data/cards.ron:4805:20; data/cards.ron:4806:22; data/cards.ron:5476:20; data/cards.ron:5972:7; data/cards.ron:5976:7; data/cards.ron:6032:20; data/glossary.ron:303:11,rev1_32a09c02848122d7e2525fab91ad0085fd3ceca43d21d5193335212928215500
"2●, ☾, Discard a card: Return up to two ≤2● cost characters from your void to your hand.",Path: CardDefinition.ability_text,,missing,,,tx1_b3iyvkgysleiwthl2hvb3xaozm,row1_hq7cv6llh6gnm75rivyqx4kv34,message,,data/cards.ron:289:7,rev1_3a20f30fd36ff92c11a087daf03939e98647eb972e756b00926f17a3f8f952cb
"2●, ☾, Discard a card: Return up to two ≤3● cost characters from your void to your hand.",Path: CardDefinition.amplified_text,,missing,,,tx1_u7vgtb6llnmfohue5qwwa7up7u,row1_ngmst5ms6pwlzl22vmozzcqbsu,message,,data/cards.ron:296:7,rev1_20e6acd6efe340cc35522c093141b2dd4ba2986b1f768f3d428d0a4fcb5215bd
Shadowbinder,Path: CardDefinition.name,,missing,,,tx1_63leljattioht4slg5maqwydye,row1_gp7xb5awtuzgwaldncosdkcyei,message,,data/cards.ron:307:11,rev1_0f57bf5dabd897feae2150c7d9bb3e244251073ddb0ac0947dad616f6c591bb8
